name,date,time,venue,team
Flyers 2024 ROFR,2025-04-15,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
WWE Monday Night RAW,2025-10-20,16:30:00,Golden 1 Center,Sacramento Kings
Playboi Carti - Suites,2025-10-20,19:00:00,Ball Arena,Denver Nuggets
Boardroom Access,2025-10-20,19:00:00,Madison Square Garden,New York Knicks
Billie Eilish Luxury,2025-10-20,19:00:00,Spectrum Center,Charlotte Hornets
Flyers Primepoint Pass 10/20/25,2025-10-20,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
NBA YoungBoy - MASA TOUR,2025-10-20,19:30:00,Smoothie King Center,New Orleans Pelicans
Oklahoma City Thunder vs. Houston Rockets,2025-10-21,18:30:00,Paycom Center,Oklahoma City Thunder
Capitals vs Kraken (Donate Life),2025-10-21,19:00:00,Capital One Arena,Washington Wizards
Los Angeles Lakers vs. Golden State Warriors,2025-10-21,19:00:00,Crypto.com Arena,Los Angeles Lakers
Stevie Nicks,2025-10-21,19:00:00,Spectrum Center,Charlotte Hornets
Boston Bruins vs. Florida Panthers,2025-10-21,19:30:00,TD Garden,Boston Celtics
Utah Mammoth vs. Colorado Avalanche,2025-10-21,20:00:00,Delta Center,Utah Jazz
Subscription - 11/4/25,2025-10-21,20:00:00,Intuit Dome,Los Angeles Clippers
Kaseya Center All-Access Tour,2025-10-22,15:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-10-22,16:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-10-22,17:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-10-22,18:00:00,Kaseya Center,Miami Heat
Utah Jazz vs. LA Clippers,2025-10-22,19:00:00,Delta Center,Utah Jazz
Memphis Grizzlies vs. New Orleans Pelicans,2025-10-22,19:00:00,FedExForum,Memphis Grizzlies
Milwaukee Bucks vs. Washington Wizards,2025-10-22,19:00:00,Fiserv Forum,Milwaukee Bucks
Orlando Magic vs. Miami Heat,2025-10-22,19:00:00,Kia Center,Orlando Magic
New York Knicks vs. Cleveland Cavaliers,2025-10-22,19:00:00,Madison Square Garden,New York Knicks
Charlotte Hornets vs. Brooklyn Nets,2025-10-22,19:00:00,Spectrum Center,Charlotte Hornets
Atlanta Hawks v. Toronto Raptors,2025-10-22,19:30:00,State Farm Arena,Atlanta Hawks
Boston Celtics vs. Philadelphia 76ers,2025-10-22,19:30:00,TD Garden,Boston Celtics
Postgame Pass - Philadelphia 76ers,2025-10-22,21:30:00,TD Garden,Boston Celtics
Kaseya Center All-Access Tour,2025-10-23,15:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-10-23,16:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-10-23,17:00:00,Kaseya Center,Miami Heat
Phil Wickham - Air1 Worship Now Tour,2025-10-23,19:00:00,Golden 1 Center,Sacramento Kings
New York Rangers vs. San Jose Sharks,2025-10-23,19:00:00,Madison Square Garden,New York Knicks
Boston Bruins vs. Anaheim Ducks,2025-10-23,19:00:00,TD Garden,Boston Celtics
BILLIE EILISH: HIT ME HARD AND SOFT: THE TOUR,2025-10-23,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
Laufey: A Matter Of Time (North America),2025-10-23,19:30:00,Capital One Arena,Washington Wizards
Eric Church w/ Charles Wesley Godwin,2025-10-23,19:30:00,Delta Center,Utah Jazz
(GUEST PASSES) Pacers vs. Thunder,2025-10-23,19:30:00,Gainbridge Fieldhouse,Indiana Pacers
2025-26 Test Game 36,2025-10-23,20:00:00,Intuit Dome,Los Angeles Clippers
Kaseya Center All-Access Tour,2025-10-24,15:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-10-24,16:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-10-24,17:00:00,Kaseya Center,Miami Heat
Los Angeles Lakers vs. Minnesota Timberwolves,2025-10-24,19:00:00,Crypto.com Arena,Los Angeles Lakers
Memphis Grizzlies vs. Miami Heat,2025-10-24,19:00:00,FedExForum,Memphis Grizzlies
Sacramento Kings vs. Utah Jazz,2025-10-24,19:00:00,Golden 1 Center,Sacramento Kings
Orlando Magic vs. Atlanta Hawks,2025-10-24,19:00:00,Kia Center,Orlando Magic
New Orleans Pelicans vs. San Antonio Spurs,2025-10-24,19:00:00,Smoothie King Center,New Orleans Pelicans
LA Clippers vs Phoenix Suns,2025-10-24,19:30:00,Intuit Dome,Los Angeles Clippers
New York Knicks vs. Boston Celtics,2025-10-24,19:30:00,Madison Square Garden,New York Knicks
Tate McRae: Miss Possessive Tour,2025-10-24,19:30:00,Spectrum Center,Charlotte Hornets
WXPN Welcomes Laufey: A Matter of Time (North America),2025-10-24,19:30:00,Xfinity Mobile Arena,Philadelphia 76ers
Oklahoma vs Wisconsin (Exhibition),2025-10-24,23:59:00,Fiserv Forum,Milwaukee Bucks
The Bad Boy Mowers Series - Milwaukee,2025-10-24,,Fiserv Forum,Milwaukee Bucks
Philadelphia Flyers vs. New York Islanders,2025-10-25,12:30:00,Xfinity Mobile Arena,Philadelphia 76ers
Boston Bruins vs. Colorado Avalanche,2025-10-25,15:00:00,TD Garden,Boston Celtics
Capitals vs Senators (Oktoberfest),2025-10-25,19:00:00,Capital One Arena,Washington Wizards
Memphis Grizzlies vs. Indiana Pacers,2025-10-25,19:00:00,FedExForum,Memphis Grizzlies
Orlando Magic vs. Chicago Bulls,2025-10-25,19:00:00,Kia Center,Orlando Magic
Bad Boy Mowers Series - New York: Michigan v. St. John's,2025-10-25,19:00:00,Madison Square Garden,New York Knicks
Lainey Wilson: Whirlwind World Tour,2025-10-25,19:00:00,Spectrum Center,Charlotte Hornets
Morrissey with Social Distortion,2025-10-25,19:30:00,Intuit Dome,Los Angeles Clippers
Hawks vs Thunder,2025-10-25,19:30:00,State Farm Arena,Atlanta Hawks
Philadelphia 76ers vs. Charlotte Hornets,2025-10-25,19:30:00,Xfinity Mobile Arena,Philadelphia 76ers
Maroon 5: LOVE IS LIKE Tour,2025-10-25,20:00:00,Delta Center,Utah Jazz
event,2025-10-25,20:00:00,Intuit Dome,Los Angeles Clippers
Billie Eilish,2025-10-25,20:00:00,Kaseya Center,Miami Heat
Eagles Primepoint Social Pass 10/26/25,2025-10-26,13:00:00,Xfinity Mobile Arena,Philadelphia 76ers
Orlando Solar Bears vs. Atlanta Gladiators,2025-10-26,15:00:00,Kia Center,Orlando Magic
Washington Wizards vs Charlotte Hornets,2025-10-26,18:00:00,Capital One Arena,Washington Wizards
Sacramento Kings vs. Los Angeles Lakers,2025-10-26,18:00:00,Golden 1 Center,Sacramento Kings
LA Clippers vs Portland Trail Blazers,2025-10-26,18:00:00,Intuit Dome,Los Angeles Clippers
Miami Heat vs. New York Knicks,2025-10-26,18:00:00,Kaseya Center,Miami Heat
INDY SHOWDOWN IU vs BAYLOR,2025-10-26,19:00:00,Gainbridge Fieldhouse,Indiana Pacers
SABRINA CARPENTER: SHORT N' SWEET TOUR,2025-10-26,19:00:00,Madison Square Garden,New York Knicks
Crowder,2025-10-26,19:00:00,Paycom Center,Oklahoma City Thunder
Adam Sandler: You're My Best Friend,2025-10-26,19:30:00,Delta Center,Utah Jazz
Jonas Brothers: JONAS20 Greetings From Your Hometown,2025-10-26,19:30:00,Kia Center,Orlando Magic
NBA YoungBoy - MASA TOUR,2025-10-26,19:30:00,Spectrum Center,Charlotte Hornets
RENEE RAPP,2025-10-26,19:30:00,State Farm Arena,Atlanta Hawks
Bryan Adams,2025-10-26,19:30:00,TD Garden,Boston Celtics
Indy Showdown - Indiana vs. Baylor,2025-10-26,,Gainbridge Fieldhouse,Indiana Pacers
Hoops for St. Jude,2025-10-27,17:30:00,FedExForum,Memphis Grizzlies
Utah Jazz vs. Phoenix Suns,2025-10-27,19:00:00,Delta Center,Utah Jazz
New Orleans Pelicans vs. Boston Celtics,2025-10-27,19:00:00,Smoothie King Center,New Orleans Pelicans
Philadelphia 76ers vs. Orlando Magic,2025-10-27,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
Los Angeles Lakers vs. Portland Trail Blazers,2025-10-27,19:30:00,Crypto.com Arena,Los Angeles Lakers
Jonas Brothers: JONAS20 Greetings From Your Hometown,2025-10-27,19:30:00,Kia Center,Orlando Magic
Laufey,2025-10-27,19:30:00,TD Garden,Boston Celtics
Philadelphia Flyers vs. Pittsburgh Penguins,2025-10-28,18:00:00,Xfinity Mobile Arena,Philadelphia 76ers
Washington Wizards vs Philadelphia 76ers,2025-10-28,19:00:00,Capital One Arena,Washington Wizards
Milwaukee Bucks vs. New York Knicks,2025-10-28,19:00:00,Fiserv Forum,Milwaukee Bucks
SABRINA CARPENTER: SHORT N' SWEET TOUR,2025-10-28,19:00:00,Madison Square Garden,New York Knicks
Thunder vs. Sacramento Kings - SUITE,2025-10-28,19:00:00,Paycom Center,Oklahoma City Thunder
Boston Bruins vs. New York Islanders,2025-10-28,19:15:00,TD Garden,Boston Celtics
HEAT vs. Charlotte Hornets,2025-10-28,19:30:00,Kaseya Center,Miami Heat
JONAS BROTHERS,2025-10-28,19:30:00,State Farm Arena,Atlanta Hawks
Subscription - 11/6/25,2025-10-28,20:00:00,Intuit Dome,Los Angeles Clippers
Utah Jazz vs. Portland Trail Blazers,2025-10-29,19:00:00,Delta Center,Utah Jazz
Elevation Worship and  Steven Furtick,2025-10-29,19:00:00,Kaseya Center,Miami Heat
SABRINA CARPENTER: SHORT N' SWEET TOUR,2025-10-29,19:00:00,Madison Square Garden,New York Knicks
Boston Celtics vs. Cleveland Cavaliers,2025-10-29,19:00:00,TD Garden,Boston Celtics
"SEVENTEEN WORLD TOUR [NEW_] IN WASHINGTON, DC",2025-10-29,19:30:00,Capital One Arena,Washington Wizards
Suites - Bryan Adams: Rolls with the Punches Tour,2025-10-29,19:30:00,Xfinity Mobile Arena,Philadelphia 76ers
PAUL McCARTNEY: GOT BACK,2025-10-29,20:00:00,Smoothie King Center,New Orleans Pelicans
Reneé Rapp: BITE ME TOUR,2025-10-29,20:00:00,Spectrum Center,Charlotte Hornets
Postgame Pass - Cleveland Cavaliers,2025-10-29,21:00:00,TD Garden,Boston Celtics
THE BAD BOY MOWERS SERIES,2025-10-30,18:00:00,State Farm Arena,Atlanta Hawks
Milwaukee Bucks vs. Golden State Warriors,2025-10-30,19:00:00,Fiserv Forum,Milwaukee Bucks
Disney On Ice presents Frozen & Encanto,2025-10-30,19:00:00,Golden 1 Center,Sacramento Kings
Elevation Worship & Steven Furtick - Fall Tour 2025,2025-10-30,19:00:00,Kia Center,Orlando Magic
KAYTRANADA X JUSTICE TOUR,2025-10-30,19:00:00,PHX Arena,Phoenix Suns
Oklahoma City Thunder vs. Washington Wizards,2025-10-30,19:00:00,Paycom Center,Oklahoma City Thunder
Charlotte Hornets vs. Orlando Magic,2025-10-30,19:00:00,Spectrum Center,Charlotte Hornets
Boston Bruins vs. Buffalo Sabres,2025-10-30,19:00:00,TD Garden,Boston Celtics
Philadelphia Flyers vs. Nashville Predators,2025-10-30,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
"SEVENTEEN WORLD TOUR [NEW_] IN WASHINGTON, DC",2025-10-30,19:30:00,Capital One Arena,Washington Wizards
Los Angeles Kings vs. Detroit Red Wings,2025-10-30,19:30:00,Crypto.com Arena,Los Angeles Lakers
Bryan Adams: Roll with the Punches w/ guest Pat Benatar & Neil Giraldo,2025-10-30,19:30:00,Madison Square Garden,New York Knicks
Brandy and Monica,2025-10-30,20:00:00,FedExForum,Memphis Grizzlies
Subscription - 11/7/25,2025-10-30,20:00:00,Intuit Dome,Los Angeles Clippers
New manifest new game,2025-10-31,16:00:00,Intuit Dome,Los Angeles Clippers
Capitals vs Islanders (Hockey Halloween),2025-10-31,19:00:00,Capital One Arena,Washington Wizards
Oct. 31 Atlanta Family Night,2025-10-31,19:00:00,Gainbridge Fieldhouse,Indiana Pacers
SABRINA CARPENTER: SHORT N' SWEET TOUR,2025-10-31,19:00:00,Madison Square Garden,New York Knicks
Philadelphia 76ers vs. Boston Celtics,2025-10-31,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
LA Clippers vs New Orleans Pelicans,2025-10-31,19:30:00,Intuit Dome,Los Angeles Clippers
Season game 1,2025-10-31,20:00:00,Intuit Dome,Los Angeles Clippers
Opponent vs Magic,2025-10-31,20:00:00,Kia Center,Orlando Magic
BRANDY & MONICA,2025-10-31,20:00:00,State Farm Arena,Atlanta Hawks
Memphis Grizzlies vs. Los Angeles Lakers,2025-10-31,20:30:00,FedExForum,Memphis Grizzlies
2025-26 Student Season Ticket Deposit,2025-11-01,09:00:00,Fiserv Forum,Milwaukee Bucks
Disney On Ice presents Frozen & Encanto,2025-11-01,11:00:00,Golden 1 Center,Sacramento Kings
Boston Bruins vs. Carolina Hurricanes,2025-11-01,13:00:00,TD Garden,Boston Celtics
Disney On Ice presents Frozen & Encanto,2025-11-01,15:00:00,Golden 1 Center,Sacramento Kings
Milwaukee Bucks vs. Sacramento Kings,2025-11-01,16:00:00,Fiserv Forum,Milwaukee Bucks
Los Angeles Kings vs. New Jersey Devils,2025-11-01,18:00:00,Crypto.com Arena,Los Angeles Lakers
Charlotte Hornets vs. Minnesota Timberwolves,2025-11-01,18:00:00,Spectrum Center,Charlotte Hornets
Kaytranda and Justice - Suites,2025-11-01,19:00:00,Ball Arena,Denver Nuggets
Washington Wizards vs Orlando Magic,2025-11-01,19:00:00,Capital One Arena,Washington Wizards
(GUEST PASSES) Pacers vs. Warriors,2025-11-01,19:00:00,Gainbridge Fieldhouse,Indiana Pacers
Disney On Ice presents Frozen & Encanto,2025-11-01,19:00:00,Golden 1 Center,Sacramento Kings
BERT KREISCHER: PERMISSION TO PARTY,2025-11-01,19:00:00,Kia Center,Orlando Magic
SABRINA CARPENTER: SHORT N' SWEET TOUR,2025-11-01,19:00:00,Madison Square Garden,New York Knicks
Philadelphia Flyers vs. Toronto Maple Leafs,2025-11-01,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
NBA YoungBoy - MASA TOUR,2025-11-01,19:30:00,Paycom Center,Oklahoma City Thunder
BABYMETAL,2025-11-01,20:00:00,Intuit Dome,Los Angeles Clippers
Boston Celtics vs. Houston Rockets,2025-11-01,20:00:00,TD Garden,Boston Celtics
Ramon Ayala: Historia de un Final,2025-11-01,20:30:00,PHX Arena,Phoenix Suns
Postgame Pass - Houston Rockets,2025-11-01,22:00:00,TD Garden,Boston Celtics
Disney On Ice presents Frozen & Encanto,2025-11-02,10:30:00,Golden 1 Center,Sacramento Kings
Kaseya Center All-Access Tour,2025-11-02,13:00:00,Kaseya Center,Miami Heat
Utah Mammoth vs. Tampa Bay Lightning,2025-11-02,13:30:00,Delta Center,Utah Jazz
Kaseya Center All-Access Tour,2025-11-02,14:00:00,Kaseya Center,Miami Heat
Disney On Ice presents Frozen & Encanto,2025-11-02,14:30:00,Golden 1 Center,Sacramento Kings
Thunder vs. New Orleans Pelicans - SUITE,2025-11-02,14:30:00,Paycom Center,Oklahoma City Thunder
Kaseya Center All-Access Tour,2025-11-02,15:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-11-02,16:00:00,Kaseya Center,Miami Heat
Charlotte Hornets vs. Utah Jazz,2025-11-02,18:00:00,Spectrum Center,Charlotte Hornets
Los Angeles Lakers vs. Miami Heat,2025-11-02,18:30:00,Crypto.com Arena,Los Angeles Lakers
Disney On Ice presents Frozen & Encanto,2025-11-02,18:30:00,Golden 1 Center,Sacramento Kings
New York Knicks vs. Chicago Bulls,2025-11-02,19:00:00,Madison Square Garden,New York Knicks
Philadelphia Flyers vs. Calgary Flames,2025-11-02,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
JONAS BROTHERS - JONAS20:  LIVING THE DREAM TOUR,2025-11-02,19:30:00,Gainbridge Fieldhouse,Indiana Pacers
PAUL McCARTNEY: GOT BACK,2025-11-02,20:00:00,State Farm Arena,Atlanta Hawks
Memphis Grizzlies vs. Detroit Pistons,2025-11-03,19:00:00,FedExForum,Memphis Grizzlies
(GUEST PASSES) Pacers vs. Bucks,2025-11-03,19:00:00,Gainbridge Fieldhouse,Indiana Pacers
LA Clippers vs Miami Heat,2025-11-03,19:30:00,Intuit Dome,Los Angeles Clippers
New York Knicks vs. Washington Wizards,2025-11-03,19:30:00,Madison Square Garden,New York Knicks
Boston Celtics vs. Utah Jazz,2025-11-03,19:30:00,TD Garden,Boston Celtics
2025-26 MUBB Season Ticket Deposit,2025-11-03,20:00:00,Fiserv Forum,Milwaukee Bucks
PAUL McCARTNEY: GOT BACK,2025-11-03,20:00:00,State Farm Arena,Atlanta Hawks
Postgame Pass - Utah Jazz,2025-11-03,21:30:00,TD Garden,Boston Celtics
Orlando Solar Bears vs. South Carolina Stingrays,2025-11-04,10:30:00,Kia Center,Orlando Magic
New York Rangers vs. Carolina Hurricanes,2025-11-04,19:00:00,Madison Square Garden,New York Knicks
New Orleans Pelicans vs. Charlotte Hornets,2025-11-04,19:00:00,Smoothie King Center,New Orleans Pelicans
Dick Vitale Invitational,2025-11-04,19:00:00,Spectrum Center,Charlotte Hornets
Playboi Carti: Antagonist Tour,2025-11-04,19:00:00,TD Garden,Boston Celtics
Los Angeles Kings vs. Winnipeg Jets,2025-11-04,19:30:00,Crypto.com Arena,Los Angeles Lakers
Tate McRae: Miss Possessive Tour,2025-11-04,19:30:00,PHX Arena,Phoenix Suns
Playboi Carti,2025-11-04,19:30:00,TD Garden,Boston Celtics
LA Clippers vs Oklahoma City Thunder,2025-11-04,20:00:00,Intuit Dome,Los Angeles Clippers
Hawks vs Magic,2025-11-04,20:00:00,State Farm Arena,Atlanta Hawks
America Business Forum 2025,2025-11-05,10:00:00,Kaseya Center,Miami Heat
Los Angeles Lakers vs. San Antonio Spurs,2025-11-05,19:00:00,Crypto.com Arena,Los Angeles Lakers
Memphis Grizzlies vs. Houston Rockets,2025-11-05,19:00:00,FedExForum,Memphis Grizzlies
2526 Fan Experience Package 11/05/2025,2025-11-05,19:00:00,Gainbridge Fieldhouse,Indiana Pacers
Sacramento Kings vs. Golden State Warriors,2025-11-05,19:00:00,Golden 1 Center,Sacramento Kings
Capitals vs Blues (Veterans Day),2025-11-05,19:30:00,Capital One Arena,Washington Wizards
New York Knicks vs. Minnesota Timberwolves,2025-11-05,19:30:00,Madison Square Garden,New York Knicks
Suite Inclusive Tate McRae 11/5,2025-11-05,19:30:00,PHX Arena,Phoenix Suns
Jonas Brothers: JONAS20 Greetings From Your Hometown,2025-11-05,19:30:00,Spectrum Center,Charlotte Hornets
Boston Celtics vs. Washington Wizards,2025-11-05,19:30:00,TD Garden,Boston Celtics
Postgame Pass - Washington Wizards,2025-11-05,21:30:00,TD Garden,Boston Celtics
Disney On Ice presents Frozen & Encanto,2025-11-06,19:00:00,Delta Center,Utah Jazz
Boston Bruins vs. Ottawa Senators,2025-11-06,19:00:00,TD Garden,Boston Celtics
Los Angeles Kings vs. Florida Panthers,2025-11-06,19:30:00,Crypto.com Arena,Los Angeles Lakers
Subscription - 11/9/25,2025-11-06,20:00:00,Intuit Dome,Los Angeles Clippers
"Ana Gabriel ""Clara de Luna"" Tour",2025-11-06,20:00:00,Kia Center,Orlando Magic
"GIVEON: Dear Beloved, The Tour",2025-11-06,20:00:00,Madison Square Garden,New York Knicks
Washington Wizards vs Cleveland Cavaliers,2025-11-07,19:00:00,Capital One Arena,Washington Wizards
Disney On Ice presents Frozen & Encanto,2025-11-07,19:00:00,Delta Center,Utah Jazz
Memphis Grizzlies vs. Dallas Mavericks,2025-11-07,19:00:00,FedExForum,Memphis Grizzlies
Milwaukee Bucks vs. Chicago Bulls,2025-11-07,19:00:00,Fiserv Forum,Milwaukee Bucks
Sacramento Kings vs. Oklahoma City Thunder,2025-11-07,19:00:00,Golden 1 Center,Sacramento Kings
Orlando Magic vs. Boston Celtics,2025-11-07,19:00:00,Kia Center,Orlando Magic
BILLIE EILISH: HIT ME HARD AND SOFT: THE TOUR,2025-11-07,19:00:00,Smoothie King Center,New Orleans Pelicans
Atlanta Hawks v. Toronto Raptors,2025-11-07,19:30:00,State Farm Arena,Atlanta Hawks
Christian Nodal: PA'L CORA TOUR,2025-11-07,20:00:00,Intuit Dome,Los Angeles Clippers
HEAT vs. Charlotte Hornets,2025-11-07,20:00:00,Kaseya Center,Miami Heat
MANA: Vivir Sin Aire,2025-11-07,20:00:00,PHX Arena,Phoenix Suns
Disney On Ice presents Frozen & Encanto,2025-11-08,11:00:00,Delta Center,Utah Jazz
Philadelphia Flyers vs. Ottawa Senators,2025-11-08,13:00:00,Xfinity Mobile Arena,Philadelphia 76ers
Disney On Ice presents Frozen & Encanto,2025-11-08,15:00:00,Delta Center,Utah Jazz
Washington Wizards vs Dallas Mavericks,2025-11-08,19:00:00,Capital One Arena,Washington Wizards
Disney On Ice presents Frozen & Encanto,2025-11-08,19:00:00,Delta Center,Utah Jazz
Lainey Wilson: Whirlwind World Tour,2025-11-08,19:00:00,Kia Center,Orlando Magic
NY Rangers vs NY Islanders Premium Seating,2025-11-08,19:00:00,Madison Square Garden,New York Knicks
BILLIE EILISH: HIT ME HARD AND SOFT: THE TOUR,2025-11-08,19:00:00,Smoothie King Center,New Orleans Pelicans
LA Clippers vs Phoenix Suns,2025-11-08,19:30:00,Intuit Dome,Los Angeles Clippers
Philadelphia 76ers vs. Toronto Raptors,2025-11-08,19:30:00,Xfinity Mobile Arena,Philadelphia 76ers
Shane Gillis Live,2025-11-08,20:00:00,Golden 1 Center,Sacramento Kings
HEAT vs. Portland Trail Blazers,2025-11-08,20:00:00,Kaseya Center,Miami Heat
Suite Inclusive MANA 11/8,2025-11-08,20:00:00,PHX Arena,Phoenix Suns
Atlanta Hawks v. Los Angeles Lakers,2025-11-08,20:00:00,State Farm Arena,Atlanta Hawks
Comics Come Home,2025-11-08,20:00:00,TD Garden,Boston Celtics
St. John's Red Storm Men's Basketball v. Alabama,2025-11-08,,Madison Square Garden,New York Knicks
Disney On Ice presents Frozen & Encanto,2025-11-09,13:00:00,Delta Center,Utah Jazz
Milwaukee Bucks vs. Houston Rockets,2025-11-09,14:30:00,Fiserv Forum,Milwaukee Bucks
Disney On Ice presents Frozen & Encanto,2025-11-09,17:00:00,Delta Center,Utah Jazz
Memphis Grizzlies vs. Oklahoma City Thunder,2025-11-09,17:00:00,FedExForum,Memphis Grizzlies
Sacramento Kings vs. Minnesota Timberwolves,2025-11-09,18:00:00,Golden 1 Center,Sacramento Kings
Orlando Magic vs. Boston Celtics,2025-11-09,18:00:00,Kia Center,Orlando Magic
New York Knicks vs. Brooklyn Nets,2025-11-09,18:00:00,Madison Square Garden,New York Knicks
Pentatonix - Suites,2025-11-09,19:00:00,Ball Arena,Denver Nuggets
TBD,2025-11-09,19:00:00,Gainbridge Fieldhouse,Indiana Pacers
Bert Kreischer,2025-11-09,19:00:00,Paycom Center,Oklahoma City Thunder
Philadelphia 76ers vs. Detroit Pistons,2025-11-09,19:30:00,Xfinity Mobile Arena,Philadelphia 76ers
RYAN CASTRO: SENDÉ WORLD TOUR 2025,2025-11-09,20:30:00,Kaseya Center,Miami Heat
team,2025-11-10,08:00:00,Intuit Dome,Los Angeles Clippers
WWE Monday Night RAW,2025-11-10,18:30:00,TD Garden,Boston Celtics
Utah Jazz vs. Minnesota Timberwolves,2025-11-10,19:00:00,Delta Center,Utah Jazz
Orlando Magic vs. Portland Trail Blazers,2025-11-10,19:00:00,Kia Center,Orlando Magic
New York Rangers vs. Nashville Predators,2025-11-10,19:00:00,Madison Square Garden,New York Knicks
Charlotte Hornets vs. Los Angeles Lakers,2025-11-10,19:00:00,Spectrum Center,Charlotte Hornets
Playboi Carti: Antagonist Tour,2025-11-10,19:00:00,Xfinity Mobile Arena,Philadelphia 76ers
LA Clippers vs Atlanta Hawks,2025-11-10,19:30:00,Intuit Dome,Los Angeles Clippers
Miami Heat vs. Cleveland Cavaliers,2025-11-10,19:30:00,Kaseya Center,Miami Heat
Blue vs. Birmingham Squadron,2025-11-11,11:00:00,Paycom Center,Oklahoma City Thunder
Playboi Carti: Antagonist Tour,2025-11-11,19:00:00,Capital One Arena,Washington Wizards
Utah Jazz vs. Indiana Pacers,2025-11-11,19:00:00,Delta Center,Utah Jazz
Thunder vs. Golden State Warriors - SUITE,2025-11-11,19:00:00,Paycom Center,Oklahoma City Thunder
Boston Bruins vs. Toronto Maple Leafs,2025-11-11,19:00:00,TD Garden,Boston Celtics
New York Knicks vs. Memphis Grizzlies,2025-11-11,19:30:00,Madison Square Garden,New York Knicks
Sacramento Kings vs. Denver Nuggets,2025-11-11,20:00:00,Golden 1 Center,Sacramento Kings
Subscription - 11/10/25,2025-11-11,20:00:00,Intuit Dome,Los Angeles Clippers
MAROON 5,2025-11-11,20:00:00,State Farm Arena,Atlanta Hawks
Philadelphia 76ers vs. Boston Celtics,2025-11-11,20:00:00,Xfinity Mobile Arena,Philadelphia 76ers
Utah Mammoth vs. Buffalo Sabres,2025-11-12,19:00:00,Delta Center,Utah Jazz
Sacramento Kings vs. Atlanta Hawks,2025-11-12,19:00:00,Golden 1 Center,Sacramento Kings
New York Knicks vs. Orlando Magic,2025-11-12,19:00:00,Madison Square Garden,New York Knicks
New Orleans Pelicans vs. Portland Trail Blazers,2025-11-12,19:00:00,Smoothie King Center,New Orleans Pelicans
Charlotte Hornets vs. Milwaukee Bucks,2025-11-12,19:00:00,Spectrum Center,Charlotte Hornets
KAYTRANADA X JUSTICE,2025-11-12,19:00:00,State Farm Arena,Atlanta Hawks
LA Clippers vs Denver Nuggets,2025-11-12,19:30:00,Intuit Dome,Los Angeles Clippers
Miami Heat vs. Cleveland Cavaliers,2025-11-12,19:30:00,Kaseya Center,Miami Heat
Boston Celtics vs. Memphis Grizzlies,2025-11-12,19:30:00,TD Garden,Boston Celtics
Philadelphia Flyers vs. Edmonton Oilers,2025-11-12,19:30:00,Xfinity Mobile Arena,Philadelphia 76ers
Oklahoma City Thunder vs. Los Angeles Lakers,2025-11-12,20:30:00,Paycom Center,Oklahoma City Thunder
Postgame Pass - Memphis Grizzlies,2025-11-12,21:30:00,TD Garden,Boston Celtics
Utah Jazz vs. Atlanta Hawks,2025-11-13,19:00:00,Delta Center,Utah Jazz
Blue vs. Memphis Hustle,2025-11-13,19:00:00,Paycom Center,Oklahoma City Thunder
Brandy & Monica Luxury,2025-11-13,19:00:00,Spectrum Center,Charlotte Hornets
Eric Church: Free The Machine Tour,2025-11-13,19:30:00,Golden 1 Center,Sacramento Kings
2025-26 Test Game 42,2025-11-13,20:00:00,Intuit Dome,Los Angeles Clippers
NY Comedy Festival Presents The Basement Yard,2025-11-13,20:00:00,Madison Square Garden,New York Knicks
 Brandy & Monica: The Boy Is Mine Tour,2025-11-13,20:00:00,Spectrum Center,Charlotte Hornets
GABRIEL IGLESIAS,2025-11-13,20:00:00,State Farm Arena,Atlanta Hawks
Kaseya Center All-Access Tour,2025-11-14,15:00:00,Kaseya Center,Miami Heat
Kaseya Center All-Access Tour,2025-11-14,16:00:00,Kaseya Center,Miami Heat
Hall of Fame Los Angeles Suites,2025-11-14,17:00:00,Intuit Dome,Los Angeles Clippers
Hall of Fame Series: Arizona vs UCLA,2025-11-14,18:00:00,Intuit Dome,Los Angeles Clippers
Utah Mammoth vs. New York Islanders,2025-11-14,19:00:00,Delta Center,Utah Jazz
Milwaukee Bucks vs. Charlotte Hornets,2025-11-14,19:00:00,Fiserv Forum,Milwaukee Bucks
Orlando Magic vs. Brooklyn Nets,2025-11-14,19:00:00,Kia Center,Orlando Magic
New York Knicks vs. Miami Heat,2025-11-14,19:00:00,Madison Square Garden,New York Knicks
